,Reservoir_Capacity,Reservoir_Level,Reserve_Percent,Current_Month,Number_of_Years,simulation,subset,run,substep,timestep
0,73000,0.0,0.0,0,0,0,0,1,0,0
1,73000,72.4,0.1,1,0,0,0,1,1,1
2,73000,117.20000000000002,0.1,2,0,0,0,1,1,2
3,73000,157.8,0.1,3,0,0,0,1,1,3
4,73000,200.5,0.1,4,0,0,0,1,1,4
5,73000,250.8,0.1,5,0,0,0,1,1,5
6,73000,359.20000000000005,0.1,6,0,0,0,1,1,6
7,73000,858.1000000000001,0.1,7,0,0,0,1,1,7
8,73000,2381.8,0.1,8,0,0,0,1,1,8
9,73000,3744.3,0.1,9,0,0,0,1,1,9
10,73000,4457.3,0.1,10,0,0,0,1,1,10
11,73000,4702.400000000001,0.1,11,0,0,0,1,1,11
12,73000,4828.1,0.1,0,1,0,0,1,1,12
13,73000,4900.5,0.1,1,1,0,0,1,1,13
14,73000,4945.3,0.1,2,1,0,0,1,1,14
15,73000,4985.900000000001,0.1,3,1,0,0,1,1,15
16,73000,5028.6,0.1,4,1,0,0,1,1,16
17,73000,5078.900000000001,0.1,5,1,0,0,1,1,17
18,73000,5187.3,0.1,6,1,0,0,1,1,18
19,73000,5686.2,0.1,7,1,0,0,1,1,19
20,73000,7209.9,0.1,8,1,0,0,1,1,20
21,73000,8572.4,0.1,9,1,0,0,1,1,21
22,73000,9285.4,0.1,10,1,0,0,1,1,22
23,73000,9530.5,0.1,11,1,0,0,1,1,23
24,73000,9656.2,0.1,0,2,0,0,1,1,24
25,73000,9728.6,0.1,1,2,0,0,1,1,25
26,73000,9773.4,0.1,2,2,0,0,1,1,26
27,73000,9814.0,0.1,3,2,0,0,1,1,27
28,73000,9856.7,0.1,4,2,0,0,1,1,28
29,73000,9907.0,0.1,5,2,0,0,1,1,29
30,73000,10015.4,0.1,6,2,0,0,1,1,30
31,73000,10514.3,0.1,7,2,0,0,1,1,31
32,73000,12038.0,0.1,8,2,0,0,1,1,32
33,73000,13400.5,0.1,9,2,0,0,1,1,33
34,73000,14113.5,0.1,10,2,0,0,1,1,34
35,73000,14358.6,0.1,11,2,0,0,1,1,35
36,73000,14484.300000000001,0.1,0,3,0,0,1,1,36
37,73000,14556.7,0.1,1,3,0,0,1,1,37
38,73000,14601.5,0.1,2,3,0,0,1,1,38
39,73000,14642.1,0.1,3,3,0,0,1,1,39
40,73000,14684.800000000001,0.1,4,3,0,0,1,1,40
41,73000,14735.1,0.1,5,3,0,0,1,1,41
42,73000,14843.5,0.1,6,3,0,0,1,1,42
43,73000,15342.4,0.1,7,3,0,0,1,1,43
44,73000,16866.1,0.1,8,3,0,0,1,1,44
45,73000,18228.6,0.1,9,3,0,0,1,1,45
46,73000,18941.6,0.1,10,3,0,0,1,1,46
47,73000,19186.699999999997,0.1,11,3,0,0,1,1,47
48,73000,19312.399999999998,0.1,0,4,0,0,1,1,48
49,73000,19384.8,0.1,1,4,0,0,1,1,49
50,73000,19429.6,0.1,2,4,0,0,1,1,50
51,73000,19470.199999999997,0.1,3,4,0,0,1,1,51
52,73000,19512.899999999998,0.1,4,4,0,0,1,1,52
53,73000,19563.199999999997,0.1,5,4,0,0,1,1,53
54,73000,19671.6,0.1,6,4,0,0,1,1,54
55,73000,20170.5,0.1,7,4,0,0,1,1,55
56,73000,21694.2,0.1,8,4,0,0,1,1,56
57,73000,23056.7,0.1,9,4,0,0,1,1,57
58,73000,23769.7,0.1,10,4,0,0,1,1,58
59,73000,24014.8,0.1,11,4,0,0,1,1,59
60,73000,24140.5,0.1,0,5,0,0,1,1,60
61,73000,24212.9,0.1,1,5,0,0,1,1,61
62,73000,24257.7,0.1,2,5,0,0,1,1,62
63,73000,24298.3,0.1,3,5,0,0,1,1,63
64,73000,24341.0,0.1,4,5,0,0,1,1,64
65,73000,24391.3,0.1,5,5,0,0,1,1,65
66,73000,24499.7,0.1,6,5,0,0,1,1,66
67,73000,24998.600000000002,0.1,7,5,0,0,1,1,67
68,73000,26522.300000000003,0.1,8,5,0,0,1,1,68
69,73000,27884.800000000003,0.1,9,5,0,0,1,1,69
70,73000,28597.800000000003,0.1,10,5,0,0,1,1,70
71,73000,28842.9,0.1,11,5,0,0,1,1,71
72,73000,28968.600000000002,0.1,0,6,0,0,1,1,72
73,73000,29041.000000000004,0.1,1,6,0,0,1,1,73
74,73000,29085.800000000003,0.1,2,6,0,0,1,1,74
75,73000,29126.4,0.1,3,6,0,0,1,1,75
76,73000,29169.100000000002,0.1,4,6,0,0,1,1,76
77,73000,29219.4,0.1,5,6,0,0,1,1,77
78,73000,29327.800000000003,0.1,6,6,0,0,1,1,78
79,73000,29826.700000000004,0.1,7,6,0,0,1,1,79
80,73000,31350.400000000005,0.1,8,6,0,0,1,1,80
81,73000,32712.900000000005,0.1,9,6,0,0,1,1,81
82,73000,33425.90000000001,0.1,10,6,0,0,1,1,82
83,73000,33671.00000000001,0.1,11,6,0,0,1,1,83
84,73000,33796.700000000004,0.1,0,7,0,0,1,1,84
85,73000,33869.100000000006,0.1,1,7,0,0,1,1,85
86,73000,33913.90000000001,0.1,2,7,0,0,1,1,86
87,73000,33954.50000000001,0.1,3,7,0,0,1,1,87
88,73000,33997.200000000004,0.1,4,7,0,0,1,1,88
89,73000,34047.50000000001,0.1,5,7,0,0,1,1,89
90,73000,34155.90000000001,0.1,6,7,0,0,1,1,90
91,73000,34654.80000000001,0.1,7,7,0,0,1,1,91
92,73000,36178.50000000001,0.1,8,7,0,0,1,1,92
93,73000,37541.00000000001,0.1,9,7,0,0,1,1,93
94,73000,38254.00000000001,0.1,10,7,0,0,1,1,94
95,73000,38499.100000000006,0.1,11,7,0,0,1,1,95
96,73000,38624.8,0.1,0,8,0,0,1,1,96
97,73000,38697.200000000004,0.1,1,8,0,0,1,1,97
98,73000,38742.00000000001,0.1,2,8,0,0,1,1,98
99,73000,38782.600000000006,0.1,3,8,0,0,1,1,99
100,73000,38825.3,0.1,4,8,0,0,1,1,100
101,73000,38875.600000000006,0.1,5,8,0,0,1,1,101
102,73000,38984.00000000001,0.1,6,8,0,0,1,1,102
103,73000,39482.90000000001,0.1,7,8,0,0,1,1,103
104,73000,41006.600000000006,0.1,8,8,0,0,1,1,104
105,73000,42369.100000000006,0.1,9,8,0,0,1,1,105
106,73000,43082.100000000006,0.1,10,8,0,0,1,1,106
107,73000,43327.200000000004,0.1,11,8,0,0,1,1,107
108,73000,43452.9,0.1,0,9,0,0,1,1,108
109,73000,43525.3,0.1,1,9,0,0,1,1,109
110,73000,43570.100000000006,0.1,2,9,0,0,1,1,110
111,73000,43610.700000000004,0.1,3,9,0,0,1,1,111
112,73000,43653.4,0.1,4,9,0,0,1,1,112
113,73000,43703.700000000004,0.1,5,9,0,0,1,1,113
114,73000,43812.100000000006,0.1,6,9,0,0,1,1,114
115,73000,44311.00000000001,0.1,7,9,0,0,1,1,115
116,73000,45834.700000000004,0.1,8,9,0,0,1,1,116
117,73000,47197.200000000004,0.1,9,9,0,0,1,1,117
118,73000,47910.200000000004,0.1,10,9,0,0,1,1,118
119,73000,48155.3,0.1,11,9,0,0,1,1,119
120,73000,48281.0,0.1,0,10,0,0,1,1,120
121,73000,48353.4,0.1,1,10,0,0,1,1,121
122,73000,48398.200000000004,0.1,2,10,0,0,1,1,122
123,73000,48438.8,0.1,3,10,0,0,1,1,123
124,73000,48481.5,0.1,4,10,0,0,1,1,124
125,73000,48531.8,0.1,5,10,0,0,1,1,125
126,73000,48640.200000000004,0.1,6,10,0,0,1,1,126
127,73000,49139.100000000006,0.1,7,10,0,0,1,1,127
128,73000,50662.8,0.1,8,10,0,0,1,1,128
129,73000,52025.3,0.1,9,10,0,0,1,1,129
130,73000,52738.3,0.1,10,10,0,0,1,1,130
131,73000,52983.4,0.1,11,10,0,0,1,1,131
132,73000,53109.1,0.1,0,11,0,0,1,1,132
133,73000,53181.5,0.1,1,11,0,0,1,1,133
134,73000,53226.3,0.1,2,11,0,0,1,1,134
135,73000,53266.9,0.1,3,11,0,0,1,1,135
136,73000,53309.6,0.1,4,11,0,0,1,1,136
137,73000,53359.9,0.1,5,11,0,0,1,1,137
138,73000,53468.3,0.1,6,11,0,0,1,1,138
139,73000,53967.200000000004,0.1,7,11,0,0,1,1,139
140,73000,55490.9,0.1,8,11,0,0,1,1,140
141,73000,56853.4,0.1,9,11,0,0,1,1,141
142,73000,57566.4,0.1,10,11,0,0,1,1,142
143,73000,57811.5,0.1,11,11,0,0,1,1,143
144,73000,57937.2,0.1,0,12,0,0,1,1,144
145,73000,58009.6,0.1,1,12,0,0,1,1,145
146,73000,58054.4,0.1,2,12,0,0,1,1,146
147,73000,58095.0,0.1,3,12,0,0,1,1,147
148,73000,58137.7,0.1,4,12,0,0,1,1,148
149,73000,58188.0,0.1,5,12,0,0,1,1,149
150,73000,58296.4,0.1,6,12,0,0,1,1,150
151,73000,58795.3,0.1,7,12,0,0,1,1,151
152,73000,60319.0,0.1,8,12,0,0,1,1,152
153,73000,61681.5,0.1,9,12,0,0,1,1,153
154,73000,62394.5,0.1,10,12,0,0,1,1,154
155,73000,62639.6,0.1,11,12,0,0,1,1,155
156,73000,62765.299999999996,0.1,0,13,0,0,1,1,156
157,73000,62837.7,0.1,1,13,0,0,1,1,157
158,73000,62882.5,0.1,2,13,0,0,1,1,158
159,73000,62923.1,0.1,3,13,0,0,1,1,159
160,73000,62965.799999999996,0.1,4,13,0,0,1,1,160
161,73000,63016.1,0.1,5,13,0,0,1,1,161
162,73000,63124.5,0.1,6,13,0,0,1,1,162
163,73000,63623.4,0.1,7,13,0,0,1,1,163
164,73000,65147.1,0.1,8,13,0,0,1,1,164
165,73000,66509.6,0.1,9,13,0,0,1,1,165
166,73000,67222.6,0.1,10,13,0,0,1,1,166
167,73000,67467.70000000001,0.1,11,13,0,0,1,1,167
168,73000,67593.40000000001,0.1,0,14,0,0,1,1,168
169,73000,67665.8,0.1,1,14,0,0,1,1,169
170,73000,67710.6,0.1,2,14,0,0,1,1,170
171,73000,67751.20000000001,0.1,3,14,0,0,1,1,171
172,73000,67793.90000000001,0.1,4,14,0,0,1,1,172
173,73000,67844.20000000001,0.1,5,14,0,0,1,1,173
174,73000,67952.6,0.1,6,14,0,0,1,1,174
175,73000,68451.5,0.1,7,14,0,0,1,1,175
176,73000,69975.2,0.1,8,14,0,0,1,1,176
177,73000,71337.7,0.1,9,14,0,0,1,1,177
178,73000,72050.7,0.1,10,14,0,0,1,1,178
179,73000,72295.8,0.1,11,14,0,0,1,1,179
180,73000,72421.5,0.1,0,15,0,0,1,1,180
181,73000,72493.9,0.1,1,15,0,0,1,1,181
182,73000,72538.7,0.1,2,15,0,0,1,1,182
183,73000,72579.3,0.1,3,15,0,0,1,1,183
184,73000,72622.0,0.1,4,15,0,0,1,1,184
185,73000,72672.3,0.1,5,15,0,0,1,1,185
186,73000,72780.7,0.1,6,15,0,0,1,1,186
187,73000,73279.59999999999,0.1,7,15,0,0,1,1,187
188,73000,73279.59999999999,0.1,8,15,0,0,1,1,188
189,73000,73279.59999999999,0.1,9,15,0,0,1,1,189
190,73000,73279.59999999999,0.1,10,15,0,0,1,1,190
191,73000,73279.59999999999,0.1,11,15,0,0,1,1,191
192,73000,73279.59999999999,0.1,0,15,0,0,1,1,192
193,73000,73279.59999999999,0.1,1,15,0,0,1,1,193
194,73000,73279.59999999999,0.1,2,15,0,0,1,1,194
195,73000,73279.59999999999,0.1,3,15,0,0,1,1,195
196,73000,73279.59999999999,0.1,4,15,0,0,1,1,196
197,73000,73279.59999999999,0.1,5,15,0,0,1,1,197
198,73000,73279.59999999999,0.1,6,15,0,0,1,1,198
199,73000,73279.59999999999,0.1,7,15,0,0,1,1,199
200,73000,73279.59999999999,0.1,8,15,0,0,1,1,200
201,73000,73279.59999999999,0.1,9,15,0,0,1,1,201
202,73000,73279.59999999999,0.1,10,15,0,0,1,1,202
203,73000,73279.59999999999,0.1,11,15,0,0,1,1,203
204,73000,73279.59999999999,0.1,0,15,0,0,1,1,204
205,73000,73279.59999999999,0.1,1,15,0,0,1,1,205
206,73000,73279.59999999999,0.1,2,15,0,0,1,1,206
207,73000,73279.59999999999,0.1,3,15,0,0,1,1,207
208,73000,73279.59999999999,0.1,4,15,0,0,1,1,208
209,73000,73279.59999999999,0.1,5,15,0,0,1,1,209
210,73000,73279.59999999999,0.1,6,15,0,0,1,1,210
211,73000,73279.59999999999,0.1,7,15,0,0,1,1,211
212,73000,73279.59999999999,0.1,8,15,0,0,1,1,212
213,73000,73279.59999999999,0.1,9,15,0,0,1,1,213
214,73000,73279.59999999999,0.1,10,15,0,0,1,1,214
215,73000,73279.59999999999,0.1,11,15,0,0,1,1,215
216,73000,73279.59999999999,0.1,0,15,0,0,1,1,216
217,73000,73279.59999999999,0.1,1,15,0,0,1,1,217
218,73000,73279.59999999999,0.1,2,15,0,0,1,1,218
219,73000,73279.59999999999,0.1,3,15,0,0,1,1,219
220,73000,73279.59999999999,0.1,4,15,0,0,1,1,220
221,73000,73279.59999999999,0.1,5,15,0,0,1,1,221
222,73000,73279.59999999999,0.1,6,15,0,0,1,1,222
223,73000,73279.59999999999,0.1,7,15,0,0,1,1,223
224,73000,73279.59999999999,0.1,8,15,0,0,1,1,224
225,73000,73279.59999999999,0.1,9,15,0,0,1,1,225
226,73000,73279.59999999999,0.1,10,15,0,0,1,1,226
227,73000,73279.59999999999,0.1,11,15,0,0,1,1,227
228,73000,73279.59999999999,0.1,0,15,0,0,1,1,228
229,73000,73279.59999999999,0.1,1,15,0,0,1,1,229
230,73000,73279.59999999999,0.1,2,15,0,0,1,1,230
231,73000,73279.59999999999,0.1,3,15,0,0,1,1,231
232,73000,73279.59999999999,0.1,4,15,0,0,1,1,232
233,73000,73279.59999999999,0.1,5,15,0,0,1,1,233
234,73000,73279.59999999999,0.1,6,15,0,0,1,1,234
235,73000,73279.59999999999,0.1,7,15,0,0,1,1,235
236,73000,73279.59999999999,0.1,8,15,0,0,1,1,236
237,73000,73279.59999999999,0.1,9,15,0,0,1,1,237
238,73000,73279.59999999999,0.1,10,15,0,0,1,1,238
239,73000,73279.59999999999,0.1,11,15,0,0,1,1,239
240,73000,73279.59999999999,0.1,0,15,0,0,1,1,240
241,73000,73279.59999999999,0.1,1,15,0,0,1,1,241
242,73000,73279.59999999999,0.1,2,15,0,0,1,1,242
243,73000,73279.59999999999,0.1,3,15,0,0,1,1,243
244,73000,73279.59999999999,0.1,4,15,0,0,1,1,244
245,73000,73279.59999999999,0.1,5,15,0,0,1,1,245
246,73000,73279.59999999999,0.1,6,15,0,0,1,1,246
247,73000,73279.59999999999,0.1,7,15,0,0,1,1,247
248,73000,73279.59999999999,0.1,8,15,0,0,1,1,248
249,73000,73279.59999999999,0.1,9,15,0,0,1,1,249
250,73000,73279.59999999999,0.1,10,15,0,0,1,1,250
251,73000,0.0,0.0,0,0,0,3,4,0,0
252,73000,289.6,0.4,1,0,0,3,4,1,1
253,73000,468.80000000000007,0.4,2,0,0,3,4,1,2
254,73000,631.2,0.4,3,0,0,3,4,1,3
255,73000,802.0,0.4,4,0,0,3,4,1,4
256,73000,1003.2,0.4,5,0,0,3,4,1,5
257,73000,1436.8000000000002,0.4,6,0,0,3,4,1,6
258,73000,3432.4000000000005,0.4,7,0,0,3,4,1,7
259,73000,9527.2,0.4,8,0,0,3,4,1,8
260,73000,14977.2,0.4,9,0,0,3,4,1,9
261,73000,17829.2,0.4,10,0,0,3,4,1,10
262,73000,18809.600000000002,0.4,11,0,0,3,4,1,11
263,73000,19312.4,0.4,0,1,0,3,4,1,12
264,73000,19602.0,0.4,1,1,0,3,4,1,13
265,73000,19781.2,0.4,2,1,0,3,4,1,14
266,73000,19943.600000000002,0.4,3,1,0,3,4,1,15
267,73000,20114.4,0.4,4,1,0,3,4,1,16
268,73000,20315.600000000002,0.4,5,1,0,3,4,1,17
269,73000,20749.2,0.4,6,1,0,3,4,1,18
270,73000,22744.8,0.4,7,1,0,3,4,1,19
271,73000,28839.6,0.4,8,1,0,3,4,1,20
272,73000,34289.6,0.4,9,1,0,3,4,1,21
273,73000,37141.6,0.4,10,1,0,3,4,1,22
274,73000,38122.0,0.4,11,1,0,3,4,1,23
275,73000,38624.8,0.4,0,2,0,3,4,1,24
276,73000,38914.4,0.4,1,2,0,3,4,1,25
277,73000,39093.6,0.4,2,2,0,3,4,1,26
278,73000,39256.0,0.4,3,2,0,3,4,1,27
279,73000,39426.8,0.4,4,2,0,3,4,1,28
280,73000,39628.0,0.4,5,2,0,3,4,1,29
281,73000,40061.6,0.4,6,2,0,3,4,1,30
282,73000,42057.2,0.4,7,2,0,3,4,1,31
283,73000,48152.0,0.4,8,2,0,3,4,1,32
284,73000,53602.0,0.4,9,2,0,3,4,1,33
285,73000,56454.0,0.4,10,2,0,3,4,1,34
286,73000,57434.4,0.4,11,2,0,3,4,1,35
287,73000,57937.200000000004,0.4,0,3,0,3,4,1,36
288,73000,58226.8,0.4,1,3,0,3,4,1,37
289,73000,58406.0,0.4,2,3,0,3,4,1,38
290,73000,58568.4,0.4,3,3,0,3,4,1,39
291,73000,58739.200000000004,0.4,4,3,0,3,4,1,40
292,73000,58940.4,0.4,5,3,0,3,4,1,41
293,73000,59374.0,0.4,6,3,0,3,4,1,42
294,73000,61369.6,0.4,7,3,0,3,4,1,43
295,73000,67464.4,0.4,8,3,0,3,4,1,44
296,73000,72914.4,0.4,9,3,0,3,4,1,45
297,73000,75766.4,0.4,10,3,0,3,4,1,46
298,73000,75766.4,0.4,11,3,0,3,4,1,47
299,73000,75766.4,0.4,0,3,0,3,4,1,48
300,73000,75766.4,0.4,1,3,0,3,4,1,49
301,73000,75766.4,0.4,2,3,0,3,4,1,50
302,73000,75766.4,0.4,3,3,0,3,4,1,51
303,73000,75766.4,0.4,4,3,0,3,4,1,52
304,73000,75766.4,0.4,5,3,0,3,4,1,53
305,73000,75766.4,0.4,6,3,0,3,4,1,54
306,73000,75766.4,0.4,7,3,0,3,4,1,55
307,73000,75766.4,0.4,8,3,0,3,4,1,56
308,73000,75766.4,0.4,9,3,0,3,4,1,57
309,73000,75766.4,0.4,10,3,0,3,4,1,58
310,73000,75766.4,0.4,11,3,0,3,4,1,59
311,73000,75766.4,0.4,0,3,0,3,4,1,60
312,73000,75766.4,0.4,1,3,0,3,4,1,61
313,73000,75766.4,0.4,2,3,0,3,4,1,62
314,73000,75766.4,0.4,3,3,0,3,4,1,63
315,73000,75766.4,0.4,4,3,0,3,4,1,64
316,73000,75766.4,0.4,5,3,0,3,4,1,65
317,73000,75766.4,0.4,6,3,0,3,4,1,66
318,73000,75766.4,0.4,7,3,0,3,4,1,67
319,73000,75766.4,0.4,8,3,0,3,4,1,68
320,73000,75766.4,0.4,9,3,0,3,4,1,69
321,73000,75766.4,0.4,10,3,0,3,4,1,70
322,73000,75766.4,0.4,11,3,0,3,4,1,71
323,73000,75766.4,0.4,0,3,0,3,4,1,72
324,73000,75766.4,0.4,1,3,0,3,4,1,73
325,73000,75766.4,0.4,2,3,0,3,4,1,74
326,73000,75766.4,0.4,3,3,0,3,4,1,75
327,73000,75766.4,0.4,4,3,0,3,4,1,76
328,73000,75766.4,0.4,5,3,0,3,4,1,77
329,73000,75766.4,0.4,6,3,0,3,4,1,78
330,73000,75766.4,0.4,7,3,0,3,4,1,79
331,73000,75766.4,0.4,8,3,0,3,4,1,80
332,73000,75766.4,0.4,9,3,0,3,4,1,81
333,73000,75766.4,0.4,10,3,0,3,4,1,82
334,73000,75766.4,0.4,11,3,0,3,4,1,83
335,73000,75766.4,0.4,0,3,0,3,4,1,84
336,73000,75766.4,0.4,1,3,0,3,4,1,85
337,73000,75766.4,0.4,2,3,0,3,4,1,86
338,73000,75766.4,0.4,3,3,0,3,4,1,87
339,73000,75766.4,0.4,4,3,0,3,4,1,88
340,73000,75766.4,0.4,5,3,0,3,4,1,89
341,73000,75766.4,0.4,6,3,0,3,4,1,90
342,73000,75766.4,0.4,7,3,0,3,4,1,91
343,73000,75766.4,0.4,8,3,0,3,4,1,92
344,73000,75766.4,0.4,9,3,0,3,4,1,93
345,73000,75766.4,0.4,10,3,0,3,4,1,94
346,73000,75766.4,0.4,11,3,0,3,4,1,95
347,73000,75766.4,0.4,0,3,0,3,4,1,96
348,73000,75766.4,0.4,1,3,0,3,4,1,97
349,73000,75766.4,0.4,2,3,0,3,4,1,98
350,73000,75766.4,0.4,3,3,0,3,4,1,99
351,73000,75766.4,0.4,4,3,0,3,4,1,100
352,73000,75766.4,0.4,5,3,0,3,4,1,101
353,73000,75766.4,0.4,6,3,0,3,4,1,102
354,73000,75766.4,0.4,7,3,0,3,4,1,103
355,73000,75766.4,0.4,8,3,0,3,4,1,104
356,73000,75766.4,0.4,9,3,0,3,4,1,105
357,73000,75766.4,0.4,10,3,0,3,4,1,106
358,73000,75766.4,0.4,11,3,0,3,4,1,107
359,73000,75766.4,0.4,0,3,0,3,4,1,108
360,73000,75766.4,0.4,1,3,0,3,4,1,109
361,73000,75766.4,0.4,2,3,0,3,4,1,110
362,73000,75766.4,0.4,3,3,0,3,4,1,111
363,73000,75766.4,0.4,4,3,0,3,4,1,112
364,73000,75766.4,0.4,5,3,0,3,4,1,113
365,73000,75766.4,0.4,6,3,0,3,4,1,114
366,73000,75766.4,0.4,7,3,0,3,4,1,115
367,73000,75766.4,0.4,8,3,0,3,4,1,116
368,73000,75766.4,0.4,9,3,0,3,4,1,117
369,73000,75766.4,0.4,10,3,0,3,4,1,118
370,73000,75766.4,0.4,11,3,0,3,4,1,119
371,73000,75766.4,0.4,0,3,0,3,4,1,120
372,73000,75766.4,0.4,1,3,0,3,4,1,121
373,73000,75766.4,0.4,2,3,0,3,4,1,122
374,73000,75766.4,0.4,3,3,0,3,4,1,123
375,73000,75766.4,0.4,4,3,0,3,4,1,124
376,73000,75766.4,0.4,5,3,0,3,4,1,125
377,73000,75766.4,0.4,6,3,0,3,4,1,126
378,73000,75766.4,0.4,7,3,0,3,4,1,127
379,73000,75766.4,0.4,8,3,0,3,4,1,128
380,73000,75766.4,0.4,9,3,0,3,4,1,129
381,73000,75766.4,0.4,10,3,0,3,4,1,130
382,73000,75766.4,0.4,11,3,0,3,4,1,131
383,73000,75766.4,0.4,0,3,0,3,4,1,132
384,73000,75766.4,0.4,1,3,0,3,4,1,133
385,73000,75766.4,0.4,2,3,0,3,4,1,134
386,73000,75766.4,0.4,3,3,0,3,4,1,135
387,73000,75766.4,0.4,4,3,0,3,4,1,136
388,73000,75766.4,0.4,5,3,0,3,4,1,137
389,73000,75766.4,0.4,6,3,0,3,4,1,138
390,73000,75766.4,0.4,7,3,0,3,4,1,139
391,73000,75766.4,0.4,8,3,0,3,4,1,140
392,73000,75766.4,0.4,9,3,0,3,4,1,141
393,73000,75766.4,0.4,10,3,0,3,4,1,142
394,73000,75766.4,0.4,11,3,0,3,4,1,143
395,73000,75766.4,0.4,0,3,0,3,4,1,144
396,73000,75766.4,0.4,1,3,0,3,4,1,145
397,73000,75766.4,0.4,2,3,0,3,4,1,146
398,73000,75766.4,0.4,3,3,0,3,4,1,147
399,73000,75766.4,0.4,4,3,0,3,4,1,148
400,73000,75766.4,0.4,5,3,0,3,4,1,149
401,73000,75766.4,0.4,6,3,0,3,4,1,150
402,73000,75766.4,0.4,7,3,0,3,4,1,151
403,73000,75766.4,0.4,8,3,0,3,4,1,152
404,73000,75766.4,0.4,9,3,0,3,4,1,153
405,73000,75766.4,0.4,10,3,0,3,4,1,154
406,73000,75766.4,0.4,11,3,0,3,4,1,155
407,73000,75766.4,0.4,0,3,0,3,4,1,156
408,73000,75766.4,0.4,1,3,0,3,4,1,157
409,73000,75766.4,0.4,2,3,0,3,4,1,158
410,73000,75766.4,0.4,3,3,0,3,4,1,159
411,73000,75766.4,0.4,4,3,0,3,4,1,160
412,73000,75766.4,0.4,5,3,0,3,4,1,161
413,73000,75766.4,0.4,6,3,0,3,4,1,162
414,73000,75766.4,0.4,7,3,0,3,4,1,163
415,73000,75766.4,0.4,8,3,0,3,4,1,164
416,73000,75766.4,0.4,9,3,0,3,4,1,165
417,73000,75766.4,0.4,10,3,0,3,4,1,166
418,73000,75766.4,0.4,11,3,0,3,4,1,167
419,73000,75766.4,0.4,0,3,0,3,4,1,168
420,73000,75766.4,0.4,1,3,0,3,4,1,169
421,73000,75766.4,0.4,2,3,0,3,4,1,170
422,73000,75766.4,0.4,3,3,0,3,4,1,171
423,73000,75766.4,0.4,4,3,0,3,4,1,172
424,73000,75766.4,0.4,5,3,0,3,4,1,173
425,73000,75766.4,0.4,6,3,0,3,4,1,174
426,73000,75766.4,0.4,7,3,0,3,4,1,175
427,73000,75766.4,0.4,8,3,0,3,4,1,176
428,73000,75766.4,0.4,9,3,0,3,4,1,177
429,73000,75766.4,0.4,10,3,0,3,4,1,178
430,73000,75766.4,0.4,11,3,0,3,4,1,179
431,73000,75766.4,0.4,0,3,0,3,4,1,180
432,73000,75766.4,0.4,1,3,0,3,4,1,181
433,73000,75766.4,0.4,2,3,0,3,4,1,182
434,73000,75766.4,0.4,3,3,0,3,4,1,183
435,73000,75766.4,0.4,4,3,0,3,4,1,184
436,73000,75766.4,0.4,5,3,0,3,4,1,185
437,73000,75766.4,0.4,6,3,0,3,4,1,186
438,73000,75766.4,0.4,7,3,0,3,4,1,187
439,73000,75766.4,0.4,8,3,0,3,4,1,188
440,73000,75766.4,0.4,9,3,0,3,4,1,189
441,73000,75766.4,0.4,10,3,0,3,4,1,190
442,73000,75766.4,0.4,11,3,0,3,4,1,191
443,73000,75766.4,0.4,0,3,0,3,4,1,192
444,73000,75766.4,0.4,1,3,0,3,4,1,193
445,73000,75766.4,0.4,2,3,0,3,4,1,194
446,73000,75766.4,0.4,3,3,0,3,4,1,195
447,73000,75766.4,0.4,4,3,0,3,4,1,196
448,73000,75766.4,0.4,5,3,0,3,4,1,197
449,73000,75766.4,0.4,6,3,0,3,4,1,198
450,73000,75766.4,0.4,7,3,0,3,4,1,199
451,73000,75766.4,0.4,8,3,0,3,4,1,200
452,73000,75766.4,0.4,9,3,0,3,4,1,201
453,73000,75766.4,0.4,10,3,0,3,4,1,202
454,73000,75766.4,0.4,11,3,0,3,4,1,203
455,73000,75766.4,0.4,0,3,0,3,4,1,204
456,73000,75766.4,0.4,1,3,0,3,4,1,205
457,73000,75766.4,0.4,2,3,0,3,4,1,206
458,73000,75766.4,0.4,3,3,0,3,4,1,207
459,73000,75766.4,0.4,4,3,0,3,4,1,208
460,73000,75766.4,0.4,5,3,0,3,4,1,209
461,73000,75766.4,0.4,6,3,0,3,4,1,210
462,73000,75766.4,0.4,7,3,0,3,4,1,211
463,73000,75766.4,0.4,8,3,0,3,4,1,212
464,73000,75766.4,0.4,9,3,0,3,4,1,213
465,73000,75766.4,0.4,10,3,0,3,4,1,214
466,73000,75766.4,0.4,11,3,0,3,4,1,215
467,73000,75766.4,0.4,0,3,0,3,4,1,216
468,73000,75766.4,0.4,1,3,0,3,4,1,217
469,73000,75766.4,0.4,2,3,0,3,4,1,218
470,73000,75766.4,0.4,3,3,0,3,4,1,219
471,73000,75766.4,0.4,4,3,0,3,4,1,220
472,73000,75766.4,0.4,5,3,0,3,4,1,221
473,73000,75766.4,0.4,6,3,0,3,4,1,222
474,73000,75766.4,0.4,7,3,0,3,4,1,223
475,73000,75766.4,0.4,8,3,0,3,4,1,224
476,73000,75766.4,0.4,9,3,0,3,4,1,225
477,73000,75766.4,0.4,10,3,0,3,4,1,226
478,73000,75766.4,0.4,11,3,0,3,4,1,227
479,73000,75766.4,0.4,0,3,0,3,4,1,228
480,73000,75766.4,0.4,1,3,0,3,4,1,229
481,73000,75766.4,0.4,2,3,0,3,4,1,230
482,73000,75766.4,0.4,3,3,0,3,4,1,231
